clause,risk,source,policy_type,coverage_amount,applicant_age,prior_claims_count,deductible_amount,state
"if you are under 13 years of age , you must not use or access the service at any time or in any manner .",Low,unfair_tos,home,160480,55,0,500,PA
The insurer may compensate the insured depending on internal review and surrounding circumstances. based on available documentation.,High,original_synthetic,auto,150000,51,2,500,OH
"The insurer may normally reimburse medical expenses that fall within the coverage limits, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,home,216162,38,0,2500,OH
"7.4.3 hosts and co-hosts agree that each activity , booking , or other transaction reported on the airbnb platform , including any co-host services provided by the co-host and any amounts due from a host to the co-host for the provision of such services , will be deemed accurate , correct and binding , unless challenged , by notifying the other person and airbnb ( by emailing host-exp@airbnb.com ) , within 21 days of posting of the disputed activity , booking or other transaction on the airbnb platform .",Low,unfair_tos,auto,56566,31,0,2500,CA
"you agree that no joint venture , agency , partnership , or employment relationship exists between you and the tripadvisor media group companies and/or affiliates as a result of this agreement or use of this website .",Low,unfair_tos,auto,81032,19,0,500,FL
do not use such services in a way that distracts you and prevents you from obeying traffic or safety laws .,Low,unfair_tos,life,1713155,74,0,1000,CA
"certain states and/or jurisdictions do not allow the exclusion of implied warranties or limitation of liability for incidental , consequential or certain other types of damages , so the exclusions set forth above may not apply to you .",Low,unfair_tos,auto,40014,65,0,1000,IL
The insurer will normally reimburse medical expenses that fall within the coverage limits. based on available documentation.,Low,original_synthetic,commercial,1043883,42,0,5000,TX
Payment may be provided based on discretionary review of the claim details. after internal evaluation.,High,original_synthetic,commercial,3410651,65,2,2500,NY
2.8 corporate and other consumer communities,Low,unfair_tos,commercial,3223088,35,1,1000,PA
"you understand and agree that you may be required to enter into a separate rental agreement with an advertiser before making a reservation or purchasing a product or service , and such an agreement may place additional restrictions on your reservation , product or service .",Low,unfair_tos,home,358558,26,1,5000,CA
"vi ) no information or advice , whether expressed , implied , oral or written , obtained by you from atlas solutions group inc. or through any resources we provide shall create any warranty , guarantee , or conditions of any kind , except for those expressly outlined in this user agreement .",Low,unfair_tos,auto,137844,50,0,2500,OH
"the company may redistribute previously purchased copies of gifts , if , in the company 's sole determination , a purchaser of such gift received a corrupted or otherwise damaged item .",Low,unfair_tos,auto,104222,47,2,2500,IL
Benefits may be payable for covered incidents provided the claim meets all policy requirements.,Low,original_synthetic,auto,63374,35,2,2500,CA
The insurer shall compensate the insured for covered losses provided all policy conditions are satisfied. if conditions are satisfied.,Low,original_synthetic,auto,111984,36,0,500,IL
"expressly disclaims all warranties and conditions of any kind , whether express or implied , including , but not limited to the implied warranties and conditions of merchantability , fitness for a particular purpose and non-infringement .",Low,unfair_tos,auto,40866,41,0,500,TX
"if your account is seen to be dormant ( showing no transactions ) for 18 months or more , we reserve the right to terminate your account .",Medium,unfair_tos,commercial,5000000,63,0,2500,GA
these terms of use will govern any disputes arising before the effective date of the updated terms .,Low,unfair_tos,auto,98723,26,0,2500,GA
"if skype waives a breach of these terms , this shall not operate as a waiver of a subsequent breach of the terms .",Low,unfair_tos,home,427005,39,2,5000,CA
"The insurer may compensate the insured subject to verification of eligibility criteria. if conditions are satisfied, at the insurer's reasonable discretion.",Medium,hedged_synthetic,home,750000,21,0,500,TX
"Payment for losses may be issued after verification of the insured event and policy compliance. subject to review, subject to review by the insurer.",Medium,hedged_synthetic,auto,67996,59,0,1000,CA
"Compensation may be granted for eligible claims once documentation is verified under the policy terms, if coverage criteria are met per internal guidelines.",Medium,hedged_synthetic,auto,63935,30,1,500,FL
"when an item is returned , to refund the buyer , you ( as seller ) authorize ebay to request that paypal remove the refund amount ( in same or other currency ) from your paypal account , place the amount on your invoice , and/or charge your payment method on file .",Low,unfair_tos,commercial,2263178,71,1,2500,PA
The insurer may determine eligibility for reimbursement after reviewing the circumstances. if conditions are satisfied.,High,original_synthetic,home,197123,65,0,2500,FL
The insurer shall compensate the insured for covered losses provided all policy conditions are satisfied.,Low,original_synthetic,home,340331,34,0,2500,CA
The insurer may provide reimbursement depending on internal policy assessment.,High,original_synthetic,commercial,1696257,61,1,2500,NY
Payment may be provided based on discretionary review of the claim details. after internal evaluation.,High,original_synthetic,commercial,5000000,74,3,1000,GA
"in addition , you agree not to upload , post , e-mail or otherwise send or transmit any material designed to interrupt , destroy or limit the functionality of any computer software or hardware or telecommunications equipment associated with the netflix service , including any software viruses or any other computer code , files or programs .",Low,unfair_tos,auto,150000,37,0,500,OH
"you acknowledge and agree that : ( a ) we have the right to arrange the posting of user-generated content in any way we desire ; ( b ) under armour has no obligation to provide you with any credit when using your user-generated content , but if under armour chooses to provide you with credit , the size and placement of the credit is at our sole discretion ; and ( c ) you are not entitled to any compensation or other payment from us in connection with the use of your user-generated content .",Low,unfair_tos,home,347971,61,2,500,IL
The insurer may compensate the insured depending on internal review and surrounding circumstances.,High,original_synthetic,home,326706,39,1,5000,GA
Payment may be provided based on discretionary review of the claim details. in accordance with policy terms.,High,original_synthetic,auto,56456,40,2,5000,PA
Claims may be approved or declined based on the insurer's interpretation of the situation. subject to review.,High,original_synthetic,commercial,2910684,28,2,2500,FL
"you are responsible for providing your own access ( e.g. , computer , mobile device , internet connection , etc. ) to the vimeo service .",Low,unfair_tos,home,269799,46,0,500,OH
The insurer may provide reimbursement depending on internal policy assessment. if conditions are satisfied.,High,original_synthetic,home,359918,23,0,5000,CA
The insurer may provide reimbursement depending on internal policy assessment.,High,original_synthetic,auto,85697,39,2,500,IL
"if we can not get reimbursement from you , we may collect the outstanding sums using other collection mechanisms , including retaining collection agencies .",Low,unfair_tos,home,226936,74,0,2500,TX
"instead , all disputes will be resolved before a neutral arbitrator , whose decision will be final except for a limited right of appeal under the faa .",Low,unfair_tos,home,251578,47,0,1000,FL
we 'll try to resolve the dispute informally by contacting you through email .,Low,unfair_tos,home,298568,68,1,2500,OH
"please note that if you purchase a subscription through the apple itunes store or our iphone application , you may cancel automatic renewals by selecting manage app subscriptions in your itunes account settings and selecting the subscription you want to modify .",Low,unfair_tos,commercial,2343077,69,1,5000,GA
please have a look at our privacy and cookies policy for further information .,Low,unfair_tos,home,368211,62,0,1000,FL
Coverage may be extended depending on internal decisions made during claim assessment. after internal evaluation.,High,original_synthetic,home,449349,41,1,5000,PA
tinder is always striving to improve the services and bring you additional functionality that you will find engaging and useful .,Low,unfair_tos,home,247537,59,0,1000,IL
you are responsible for monitoring and supervising your child 's use of the vimeo service .,Low,unfair_tos,home,333828,34,0,500,PA
Compensation may be granted for eligible claims once documentation is verified under the policy terms. in accordance with policy terms.,Low,original_synthetic,home,298971,18,0,2500,PA
"The insurer may compensate the insured for covered losses provided all policy conditions are satisfied. depending on circumstances, at the insurer's reasonable discretion.",Medium,hedged_synthetic,commercial,3638365,61,0,1000,PA
"payments made with a united states-based payment instrument will be charged by linden research , inc. .",Low,unfair_tos,auto,63903,70,3,1000,PA
"by using the service , you hereby assign to duolingo any and all rights , title and interest , including any intellectual property rights or proprietary rights , in the activity materials .",Low,unfair_tos,commercial,2545570,29,0,500,IL
"if you have a balance due on the account and you have provided blizzard entertainment with a credit card , you agree that blizzard entertainment can charge these unpaid fees to your credit card or debit them from your debit card , as applicable .",Low,unfair_tos,home,275944,68,0,5000,FL
"spotify may assign the agreements or any part of them , and spotify may delegate any of its obligations under the agreements .",Low,unfair_tos,home,191124,72,0,2500,PA
"except as otherwise provided , if the licence for a digital product is offered for purchasing in nintendo shopping services by noe , the licence will be registered to your nintendo account after you have submitted the respective order in nintendo shopping services and made the payment to noe .",Low,unfair_tos,home,298729,29,1,1000,CA
you agree to the receipt of these communications .,Low,unfair_tos,commercial,1909381,31,1,5000,PA
it is your responsibility to check these terms of use periodically for changes .,Low,unfair_tos,life,338418,58,0,1000,PA
the modified version of the terms ( the `` modified terms '' ) will be posted at https://www.youtube.co.uk/t/terms or made available within the service ( for any modified additional terms ) .,Low,unfair_tos,home,245587,55,0,500,OH
The insurer may compensate the insured depending on internal review and surrounding circumstances. if conditions are satisfied.,High,original_synthetic,commercial,5000000,47,2,2500,TX
"if we terminate your access to the service or you use the form detailed above to deactivate your account , your photos , comments , likes , friendships , and all other data will no longer be accessible through your account ( e.g. , users will not be able to navigate to your username and view your photos ) , but those materials and data may persist and appear within the service ( e.g. , if your content has been reshared by others ) .",Medium,unfair_tos,auto,39368,44,2,1000,IL
"if any provision of these terms are adjudged , by written decision , to be unlawful , void , or for any reason unenforceable , then that provision shall be deemed severable from this agreement and shall not affect the validity and enforceability of any remaining provisions .",Low,unfair_tos,auto,50108,54,2,1000,TX
The insurer shall compensate the insured subject to verification of eligibility criteria. subject to review.,Low,original_synthetic,home,320425,54,0,2500,NY
Claims will be reviewed and paid when they comply with the conditions specified in this policy. based on available documentation.,Low,original_synthetic,home,417472,71,0,5000,TX
we do not assume any liability for any content posted by you or any other 3rd party users of our website .,Medium,unfair_tos,life,806047,20,1,5000,GA
"The insurer may compensate the insured subject to verification of eligibility criteria. subject to review, subject to applicable policy limitations and review.",Medium,hedged_synthetic,auto,75518,61,4,500,PA
The insurer will normally reimburse medical expenses that fall within the coverage limits. subject to review.,Low,original_synthetic,home,234188,68,0,1000,FL
"Covered damages may typically be reimbursed in accordance with the policy schedule, subject to review by the insurer.",Medium,hedged_synthetic,home,650097,54,0,5000,FL
apple has no obligation whatsoever to furnish any maintenance and support services with respect to the apps .,Low,unfair_tos,commercial,3494371,46,0,500,NY
The insurer shall compensate the insured subject to verification of eligibility criteria. if conditions are satisfied.,Low,original_synthetic,life,985984,18,0,500,FL
we are not responsible for any delay or failure in removing such content .,Low,unfair_tos,home,341807,75,0,2500,GA
"The insurer may compensate the insured for covered losses provided all policy conditions are satisfied, subject to the insurer's assessment of the circumstances.",Medium,hedged_synthetic,commercial,4202052,73,0,500,NY
"The insurer may compensate the insured for covered losses provided all policy conditions are satisfied. in accordance with policy terms, if coverage criteria are met per internal guidelines.",Medium,hedged_synthetic,auto,121397,21,3,2500,OH
"if you lose your sign-in credentials , or if the account where you got your credentials closes , you will not be able to recover your stored data .",Low,unfair_tos,auto,25000,22,0,1000,GA
"you may not assign the agreements or any part of them , nor transfer or sub-license your rights under the agreements , to any third party .",Low,unfair_tos,auto,46951,66,0,1000,PA
"by using the app , you represent and warrant that : ( i ) you are not located in a country that is subject to a u.s. government embargo , or that has been designated by the u.s. government as a `` terrorist supporting '' country ; and ( ii ) you are not listed on any u.s. government list of prohibited or restricted parties .",Low,unfair_tos,home,315682,34,1,5000,IL
Covered damages will typically be reimbursed in accordance with the policy schedule. based on available documentation.,Low,original_synthetic,auto,39165,66,0,5000,NY
Claims may be approved or declined based on the insurer's interpretation of the situation. based on available documentation.,High,original_synthetic,auto,150000,20,0,500,NY
• infringe any intellectual property rights that belong to third parties affected by your use of the services or post content that does not belongs to you ;,Low,unfair_tos,home,491904,71,0,5000,GA
"where the skyscanner services and/or skyscanner platforms contain links to other sites and resources provided by third parties , these links are provided for your information only .",Low,unfair_tos,commercial,2458286,52,2,500,PA
"Benefits may be payable for covered incidents provided the claim meets all policy requirements. based on available documentation, subject to applicable policy limitations and review.",Medium,hedged_synthetic,auto,82732,32,0,500,PA
"therefore , you are solely responsible for checking with your mobile carrier to determine if the mobile services are available for your mobile device ( s ) , what restrictions , if any , may be applicable to your use of the mobile services , and how much they will cost you .",Low,unfair_tos,home,194243,38,0,1000,OH
"to the extent permitted by law , the total liability of google , and its suppliers and distributors , for any claims under these terms , including for any implied warranties , is limited to the amount you paid us to use the services ( or , if we choose , to supplying you the services again ) .",Medium,unfair_tos,auto,88197,27,1,1000,IL
"The insurer may compensate the insured for covered losses provided all policy conditions are satisfied, if coverage criteria are met per internal guidelines.",Medium,hedged_synthetic,auto,78769,31,3,5000,GA
"Compensation may be granted for eligible claims once documentation is verified under the policy terms. depending on circumstances, subject to review by the insurer.",Medium,hedged_synthetic,auto,45215,28,2,1000,CA
"7.3.5 you must provide an experience , event or other host service in person and may not allow any third party to provide the experience , event or other host service on your behalf , unless authorized by airbnb .",Low,unfair_tos,auto,65966,48,0,1000,CA
"`` digital products '' refers to all games , applications , software , add-on content for games , applications and software , vouchers for digital services and other digital content which can be accessed via the nintendo account service .",Low,unfair_tos,auto,72495,47,0,5000,IL
"by downloading any software related to the service , you represent and warrant that you are not located in , under the control of , or a national or resident of , any such country or on any such list .",Low,unfair_tos,home,230041,30,0,5000,IL
The insurer will normally reimburse medical expenses that fall within the coverage limits.,Low,original_synthetic,home,342854,66,0,500,TX
"if you purchase any digital content from viber , any right you may have to withdraw from or cancel the purchase will terminate once the digital content has been delivered to you upon your request , and you will not be entitled to claim any refund , except where you believe viber has charged you in error .",Low,unfair_tos,commercial,2308570,38,0,500,PA
Payment for losses may be issued after verification of the insured event and policy compliance. after internal evaluation.,Low,original_synthetic,home,166067,47,0,1000,OH
notice for claims of intellectual property violations and copyright infringement pursuant to section 512 ( c ) of title 17 of the united states code,Low,unfair_tos,auto,96542,58,0,2500,FL
much of the content of the site is provided by and is the responsibility of the user or subscriber who posted the content .,Low,unfair_tos,home,153874,53,0,1000,GA
"all of our rights and obligations under this statement are freely assignable by us in connection with a merger , acquisition , or sale of assets , or by operation of law or otherwise .",Low,unfair_tos,auto,43441,21,0,1000,TX
"The insurer may normally reimburse medical expenses that fall within the coverage limits. in accordance with policy terms, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,home,330945,68,1,500,OH
Coverage may be extended depending on internal decisions made during claim assessment. based on available documentation.,High,original_synthetic,commercial,4038601,66,0,5000,TX
uber shall not be liable for delay or failure in performance resulting from causes beyond uber 's reasonable control .,Medium,unfair_tos,auto,91387,41,2,5000,GA
The insurer may compensate losses if deemed appropriate after internal consideration.,High,original_synthetic,commercial,3684802,64,0,5000,NY
"a. to youtube , a worldwide , non-exclusive , royalty-free , transferable licence ( with right to sub-licence ) to use , reproduce , distribute , prepare derivative works of , display , and perform that content in connection with the provision of the service and otherwise in connection with the provision of the service and youtube 's business , including without limitation for promoting and redistributing part or all of the service ( and derivative works thereof ) in any media formats and through any media channels ;",Low,unfair_tos,auto,64883,45,2,2500,TX
The insurer may provide reimbursement depending on internal policy assessment. after internal evaluation.,High,original_synthetic,auto,150000,51,1,500,FL
The insurer will normally reimburse medical expenses that fall within the coverage limits.,Low,original_synthetic,auto,150000,31,2,500,OH
Benefits may be granted depending on circumstances and company judgment.,High,original_synthetic,auto,95776,46,3,5000,OH
"if you do not agree with the amended terms , you may terminate your relationship with skype in accordance with paragraph 11 below .",Low,unfair_tos,auto,51212,25,1,2500,TX
"Benefits may be payable for covered incidents provided the claim meets all policy requirements. after internal evaluation, provided that internal evaluation supports the claim.",Medium,hedged_synthetic,home,414308,58,0,1000,NY
"all rights , title and interest in and to the service ( including without limitation any games , titles , computer code , themes , objects , characters , character names , stories , dialogue , catch phrases , concepts , artwork , animations , sounds , musical compositions , audio-visual effects , methods of operation , moral rights , documentation , in-game chat transcripts , character profile information , recordings of games played using a supercell game client , and the supercell game clients and server software ) are owned by supercell .",Low,unfair_tos,auto,71840,75,1,1000,PA
"you may not use a false e-mail address , impersonate any person or entity , or otherwise mislead as to the origin of a card or other content .",Low,unfair_tos,commercial,1129614,42,2,5000,TX
"accordingly , some of the above disclaimers may not apply to you .",Low,unfair_tos,commercial,1863023,63,1,1000,NY
crowdtangle may terminate the license granted per these terms of service at any time at its discretion .,Medium,unfair_tos,home,685098,75,0,2500,NY
The insurer shall compensate the insured subject to verification of eligibility criteria. depending on circumstances.,Low,original_synthetic,home,244540,39,0,2500,TX
"we will respond to notices of alleged copyright infringement that comply with applicable law and are properly provided to us , as described in our copyright policy ( https://support.twitter.com/articles/15795 ) .",Low,unfair_tos,home,374266,29,0,1000,OH
Payment for losses may be issued after verification of the insured event and policy compliance. if conditions are satisfied.,Low,original_synthetic,auto,105780,35,2,5000,OH
"should you find your product or service of choice booked through the platform , with the same reservation conditions , at a lower rate on the internet after you have made a reservation through us , we will match the difference between our rate and the lower rate under the terms and conditions of the best price guarantee .",Low,unfair_tos,home,170727,75,0,5000,OH
Claims will be reviewed and paid when they comply with the conditions specified in this policy. in accordance with policy terms.,Low,original_synthetic,auto,49853,27,0,5000,TX
"apart from that , if you are united states resident , these terms and our relationship will be governed by california law , except for its conflicts of laws principles .",Medium,unfair_tos,home,428426,24,0,5000,FL
The insurer may determine eligibility for reimbursement after reviewing the circumstances.,High,original_synthetic,home,584940,71,0,1000,TX
supercell reserves the right to determine what conduct it considers to be in violation of the rules of use or otherwise outside the intent or spirit of these terms of service or the service itself .,Medium,unfair_tos,commercial,4505033,65,0,500,GA
"duolingo 's liability to you or any third party claiming through you for any cause whatsoever , and regardless of the form of the action , is limited to the amount paid , if any , by you to duolingo for the service in the 12 months prior to the initial action giving rise to liability .",Medium,unfair_tos,home,560417,75,0,1000,CA
section 5 of these terms applies to any third-party apps and services acquired through a store .,Low,unfair_tos,auto,52484,20,1,5000,OH
"if you chose to activate the `` sync.me search '' feature , you would be asked to explicitly warrant that you have all necessary permissions to share your contacts ' information , and that you have no knowledge of any objection , on the behalf of any of your respected contacts , to include their names and phone numbers in the phonebook directory , which is available for other registered users .",Low,unfair_tos,auto,137892,70,1,500,NY
The insurer shall compensate the insured for covered losses provided all policy conditions are satisfied.,Low,original_synthetic,home,242094,70,0,500,GA
"if you live outside the delivery areas , a message will appear on screen notifying you that ordering online will not be possible .",Low,unfair_tos,commercial,940807,42,0,1000,OH
"Claims may be reviewed and paid when they comply with the conditions specified in this policy. if conditions are satisfied, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,home,372878,23,0,1000,TX
Coverage may be extended depending on internal decisions made during claim assessment. subject to review.,High,original_synthetic,auto,150000,25,1,2500,NY
claims can be filed with aaa online ( www.adr.org ) ;,Low,unfair_tos,life,392641,24,0,1000,CA
The insurer may determine eligibility for reimbursement after reviewing the circumstances. if conditions are satisfied.,High,original_synthetic,home,750000,74,0,1000,FL
"unless you opt out : ( 1 ) you will only be permitted to pursue claims against us or our agents on an individual basis , not as a plaintiff or class member in any class or representative action or proceeding and ( 2 ) you will only be permitted to seek relief ( including monetary , injunctive , and declaratory relief ) on an individual basis .",Low,unfair_tos,home,288446,38,0,500,IL
"this agreement ( the `` agreement '' or the `` terms '' ) describes the terms on which linden research , inc. and its wholly-owned subsidiaries , including tilia inc. and tilia branch uk ltd. ( collectively , `` linden lab '' ) offer you access to its interactive entertainment products and services .",Low,unfair_tos,auto,28659,38,1,2500,CA
"the instagram parties do not represent or warrant that the service will be error-free or uninterrupted ; that defects will be corrected ; or that the service or the server that makes the service available is free from any harmful components , including , without limitation , viruses .",Low,unfair_tos,life,687075,44,0,1000,PA
Benefits may be granted depending on circumstances and company judgment.,High,original_synthetic,commercial,3810851,44,0,1000,CA
Benefits may be payable for covered incidents provided the claim meets all policy requirements. based on available documentation.,Low,original_synthetic,home,261927,30,0,500,FL
"Covered damages may typically be reimbursed in accordance with the policy schedule. subject to review, subject to applicable policy limitations and review.",Medium,hedged_synthetic,commercial,4301444,49,1,500,PA
"15.6 if we take any of the measures described above ( i ) we may refund your guests in full for any and all confirmed bookings that have been cancelled , irrespective of preexisting cancellation policies , and ( ii ) you will not be entitled to any compensation for pending or confirmed bookings that were cancelled .",Low,unfair_tos,auto,59583,32,0,500,OH
skype has registered and filed applications to register its trademarks in many countries worldwide .,Low,unfair_tos,auto,28417,26,2,1000,PA
"post , upload , publish , submit , or transmit any content that infringes , misappropriates , or violates a third party 's patent , copyright , trademark , trade secret , moral rights , or other intellectual property rights , or rights of publicity or privacy ;",Low,unfair_tos,life,782088,64,1,1000,GA
neither microsoft nor its licensors of stock quotes or index data endorse or recommend any particular financial products or services .,Low,unfair_tos,home,262319,19,0,1000,CA
"subject to the aaa rules , the arbitrator will have the discretion to direct a reasonable exchange of information by the parties , consistent with the expedited nature of the arbitration .",Low,unfair_tos,commercial,1543603,60,1,5000,NY
"if you wish to review , adjust or cancel your reservation , please revert to the confirmation email and follow the instructions therein .",Low,unfair_tos,home,261338,38,0,2500,PA
you may not assign these terms of service or any of your rights or obligations under these terms of service to a third party .,Low,unfair_tos,auto,150000,22,1,500,OH
"you own the content that you create , and we own the content that we create .",Low,unfair_tos,home,422290,41,0,500,FL
* pages terms : these guidelines apply to your use of facebook pages .,Low,unfair_tos,commercial,2622169,55,0,1000,CA
"we retain the right , in our sole discretion , to implement new elements as part of and/or ancillary to the service , including changes that may affect the previous mode of operation of the service or evernote software .",Medium,unfair_tos,commercial,1976999,46,0,2500,IL
The insurer may provide reimbursement depending on internal policy assessment. if conditions are satisfied.,High,original_synthetic,home,169163,48,0,5000,NY
"you may not transfer any data that you receive from us ( including anonymous , aggregate , or derived data ) to any ad network , data broker or other advertising or monetization-related service .",Low,unfair_tos,home,373384,70,0,5000,PA
"blizzard entertainment may , in its sole and absolute discretion , offer certain users the opportunity to move characters from a heavily populated `` character migration '' server to a server designated by blizzard entertainment as a `` target server . ''",Low,unfair_tos,auto,51243,45,1,5000,GA
technical requirements for use of products and software and feature descriptions are available on the skype website .,Low,unfair_tos,home,218665,23,0,1000,TX
"Compensation may be granted for eligible claims once documentation is verified under the policy terms. in accordance with policy terms, at the insurer's reasonable discretion.",Medium,hedged_synthetic,auto,68951,69,2,2500,NY
Claims may be approved or declined based on the insurer's interpretation of the situation. if conditions are satisfied.,High,original_synthetic,auto,124180,54,5,5000,PA
"The insurer may compensate losses described in the policy when documentation confirms eligibility. in accordance with policy terms, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,auto,139523,67,0,5000,GA
your continued use of any of our services will be deemed as your acceptance of any revisions .,Medium,unfair_tos,life,821881,63,0,5000,CA
"Payment for losses may be issued after verification of the insured event and policy compliance. based on available documentation, at the insurer's reasonable discretion.",Medium,hedged_synthetic,home,413474,71,0,1000,FL
"these terms may be amended as new features , technology , or legal requirements arise , so please check back from time to time .",Medium,unfair_tos,home,609462,71,1,2500,PA
the term `` you '' refers to the user of the products .,Low,unfair_tos,home,401652,64,0,500,FL
"Claims may be reviewed and paid when they comply with the conditions specified in this policy. after internal evaluation, contingent on documentation review.",Medium,hedged_synthetic,auto,82410,61,0,2500,PA
"The insurer may compensate the insured subject to verification of eligibility criteria, if conditions are deemed satisfactory by the insurer.",Medium,hedged_synthetic,home,299832,46,1,1000,OH
The insurer may provide reimbursement depending on internal policy assessment.,High,original_synthetic,commercial,5000000,19,1,2500,GA
"Covered damages may typically be reimbursed in accordance with the policy schedule. after internal evaluation, at the insurer's reasonable discretion.",Medium,hedged_synthetic,auto,71619,35,1,2500,PA
Coverage may apply in certain situations subject to evaluation by the insurer. based on available documentation.,High,original_synthetic,home,750000,30,0,5000,OH
Claims may be settled according to the insurer's evaluation of the case. subject to policy limitations.,High,original_synthetic,home,400844,72,1,5000,IL
under no circumstances will myfitnesspal be responsible for any loss or damage resulting from your reliance on nutritional information .,Medium,unfair_tos,commercial,2425795,40,0,500,CA
these features will enhance the performance of our service and allow you to better integrate and harmonize our service with your updated profile information and information concerning your friends .,Low,unfair_tos,home,165380,47,0,5000,PA
our privacy policy explains what information we share with advertisers .,Low,unfair_tos,auto,54556,55,0,5000,NY
"Payment for losses may be issued after verification of the insured event and policy compliance, if conditions are deemed satisfactory by the insurer.",Medium,hedged_synthetic,life,636173,66,0,500,FL
"Payment for losses may be issued after verification of the insured event and policy compliance, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,commercial,5000000,57,0,2500,NY
please notify our support team immediately of any actual or suspected breach or unauthorized access or use of your account .,Low,unfair_tos,home,286027,22,0,5000,GA
your paid account will remain in effect until it 's cancelled or terminated under these terms .,Low,unfair_tos,home,432672,69,0,5000,GA
"if you conclude that we have not satisfied your concern and that you must pursue legal action , you agree that your claim must be resolved by the processes set forth in these terms .",Low,unfair_tos,commercial,3798261,51,0,1000,GA
"you must send your opt-out notice to one of the following physical or email addresses : headspace , inc. , attn : arbitration opt-out , 2415 michigan avenue , santa monica , ca 90404 ; adr@headspace.com",Low,unfair_tos,home,330564,39,0,500,FL
The insurer shall compensate the insured for covered losses provided all policy conditions are satisfied. in accordance with policy terms.,Low,original_synthetic,home,100000,61,0,500,IL
you may not use the service for any unlawful or immoral purposes .,Low,unfair_tos,auto,55763,69,0,2500,CA
we sometimes release products and features that we are still testing and evaluating .,Low,unfair_tos,home,189780,68,0,5000,IL
Coverage may apply in certain situations subject to evaluation by the insurer. based on available documentation.,High,original_synthetic,auto,86817,18,1,1000,GA
"you agree , to the extent permitted under applicable law , to indemnify , defend and hold harmless tinder , our affiliates , and their and our respective officers , directors , agents , and employees from and against any and all complaints , demands , claims , damages , losses , costs , liabilities and expenses , including attorney 's fees , due to , arising out of , or relating in any way to your access to or use of the services , your content , or your breach of this agreement .",Low,unfair_tos,auto,45799,23,0,2500,TX
"the virtual items , as well as other digital content traded or exchanged for virtual items can only be used within the respective digital product , can not be transferred to a third party ( unless a transfer is permitted within the digital product ) and can not be exchanged for legal tender or any item or right outside of the digital product .",Low,unfair_tos,commercial,2420033,38,0,1000,OH
"if you are 13 to 18 , guardian enters into agreement .",Low,unfair_tos,auto,63493,28,1,2500,GA
"* payment terms : these additional terms apply to all payments made on or through facebook , unless it is stated that other terms apply .",Low,unfair_tos,home,191914,20,0,1000,TX
you may not access or use the service if you are under thirteen ( 13 ) years of age or if you are legally unable ( under the applicable laws and regulations ) to enter into this agreement .,Low,unfair_tos,life,665036,69,0,1000,GA
The insurer may compensate the insured depending on internal review and surrounding circumstances. if conditions are satisfied.,High,original_synthetic,home,750000,19,0,500,CA
The insurer will normally reimburse medical expenses that fall within the coverage limits. if conditions are satisfied.,Low,original_synthetic,auto,77449,29,1,1000,FL
"reporting third-party copyright , trademark , and other intellectual property infringement",Low,unfair_tos,home,750000,28,2,500,TX
international buying and selling ; translation,Low,unfair_tos,home,448230,29,0,500,CA
The insurer may provide reimbursement depending on internal policy assessment.,High,original_synthetic,auto,150000,20,1,1000,TX
Payment may be provided based on discretionary review of the claim details. in accordance with policy terms.,High,original_synthetic,home,403957,39,2,1000,NY
"you acknowledge that if you fail to comply with all of the requirements of this section , your notice may not be valid .",Low,unfair_tos,home,248344,43,0,1000,CA
"10.2 any health information and links on the products , whether provided by headspace or by contract from outside providers , is provided simply for your convenience .",Low,unfair_tos,home,246719,30,0,500,GA
Claims will be reviewed and paid when they comply with the conditions specified in this policy. after internal evaluation.,Low,original_synthetic,home,460975,34,0,5000,GA
Compensation may be granted for eligible claims once documentation is verified under the policy terms. depending on circumstances.,Low,original_synthetic,home,271738,20,0,5000,IL
see academia.edu 's privacy policy at academia.edu/privacy for information and notices concerning academia.edu 's collection and use of your personal information .,Low,unfair_tos,home,348627,63,1,5000,IL
"please also note that the linked sites are not under our control and may collect data or ask you to provide them with your personal or other information , or they may automatically collect information from you .",Low,unfair_tos,commercial,1166266,69,0,500,GA
"this agreement replaces all prior or contemporaneous understandings or agreements , written or oral , regarding the subject matter hereof .",Low,unfair_tos,home,327079,66,0,500,FL
"if any part of this agreement is found to be invalid or unenforceable , that part of the agreement will no longer apply .",Low,unfair_tos,commercial,1099809,22,0,2500,FL
"Payment for losses may be issued after verification of the insured event and policy compliance, if coverage criteria are met per internal guidelines.",Medium,hedged_synthetic,life,1500734,41,0,5000,NY
Claims will be reviewed and paid when they comply with the conditions specified in this policy. if conditions are satisfied.,Low,original_synthetic,auto,62350,67,0,500,CA
"by agreeing to these terms , you automatically enable memories .",Low,unfair_tos,life,1782287,70,0,1000,IL
"blizzard entertainment does not recognize the transfer of accounts , and any unauthorized transfer of the world of warcraft software will result in the permanent deletion of the account attached to that software .",Medium,unfair_tos,home,371866,23,0,2500,PA
"The insurer may generally compensate valid claims unless exclusions apply under the contract. subject to policy limitations, depending on the circumstances at the time of the claim.",Medium,hedged_synthetic,home,283146,22,0,5000,NY
